gene	s1816	s1616	s1063	s1936
HV27G9	0.086804867	-0.56187892	-0.268488765	0.15200308
HV27G10	0.89566344	0.861720622	0.491248131	0.688055992
HV27G11	0.355094969	0.8786937	0.739685178	0.26112479
HV27H1	-1.033947229	-1.369233727	-0.499101698	-1.422691107
HV27H8	1.636231184	1.553598285	1.033630848	1.157146335
HV27H10	0.709871948	0.030696772	0.818974078	0.652076721
HV28A1	-0.966833055	-0.199308813	-0.204358399	-0.235812873
HV28A6	1.773407459	1.22239244	1.685707569	2.146841526
HV28A9	-0.367371023	0.600392461	-0.188761562	-2.392317295
HV28A10	-1.487665176	-0.146841437	0.154722616	-0.84799695
HV28A12	0.301655769	1.355659008	0.723290741	0.757429719
HV28B1	-1.01122725	-1.253756642	-1.173331499	-0.43812111
HV28B3	0.834262788	1.483208895	1.178970337	0.270647585
HV28B6	-0.601836205	-0.494764656	-0.479992867	0
HV28B7	0.236700296	0.92844671	-0.142957911	0.298844457
HV28B8	0.011140555	-0.217230707	-1.268488646	0.457348347
HV28B9	1.173648119	-0.310340136	0.272079587	0.947532654
HV28B10	0.16868192	0.293731183	0.461904228	0.736965537
HV28C2	1.198226213	0.912052274	0.723290741	0.790904403
HV28C6	-1.153246284	0.403355718	-0.821029723	-0.407424331
HV28C8	-0.707446456	-0.681177914	-0.461133868	-0.304854602
HV28C10	0.328622818	-0.235378027	-0.335602999	0.473931193
HV28C11	-0.243042842	0.060754064	-0.705552638	-0.43812111
HV28C12	-0.519374132	-1.217230678	-1.727920294	-1.023083687
HV28D2	2.768491983	2.284208536	2.016913414	1.82685101
HV28D3	-0.324726731	-0.112894036	-0.683526218	-0.422691077
HV28D4	-1.128584146	-0.199308813	-0.538095772	-0.517848313
HV28D7	1.092060566	0.79175806	0.894131482	0.797507167
HV28D8	2.429641962	2.238918304	0.763932705	1.953457475
HV28D9	0.022195727	0.844545424	0.78777951	-0.362570047
HV28D11	-0.203872278	-0.7842713	-1	-0.534336448
HV28E3	0.381090164	-0.7842713	-0.352880985	-0.119298965
HV28E5	-0.503432512	-0.494764656	0.013546683	0.141661137
HV28E6	-0.203872278	0.175086632	-0.301655591	0.289506555
HV28E8	-1.033947229	-0.954196334	-0.895030379	-0.058416635
HV28E10	1.260235786	1.903784633	0.026967183	0.538419962
HV28E11	0.520154238	-0.63226819	0.723290741	0.893084764
HV28E12	-0.44137162	0.548304021	-0.084064186	0.465663552
HV28F1	0.74366039	0.764621973	0.681470573	1.207595468
HV28F4	-0.568283677	0.43812111	-0.557995319	0.011404753
HV28F5	-2.367371082	-1.112894058	-2.142957926	-1.767826557
HV28F6	1.452297211	1.331205845	1.085860729	1.367015958
HV28F7	-0.203872278	-0.164119422	0.053439364	-0.333423734
HV28F9	0.472588539	0.045803647	0.092258587	-0.131789908
HV28F10	0.217591465	0.268196106	0.226275951	-0.034765393
HV28F11	-0.653675199	-1.895302653	-0.128007486	-1.84799695
HV28F12	0.821662724	0.782769263	0.316473812	-1.392317414
HV28G1	-0.671377182	-0.112894036	-0.128007486	0.241888583
HV28G8	0.632628977	0.015430026	-0.142957911	0.280107915
HV28G9	0.871415794	0.391578555	-0.055495061	0.716207027
HV28G10	0.158697844	-0.272372305	-0.301655591	0.270647585
HV28H4	1.102514982	1.00773561	0.841935217	0.923586965
HV28H5	0.107713848	-0.07972721	-0.424139589	-0.319068462
HV28H6	2.368150949	0.569365621	1.166897535	1.197645783
HV28H11	-0.396517336	0.060754064	0.166897446	-0.27684027
HV29A3	0.097297251	-0.047305755	0.348895252	0.067114264
HV29A6	-0.367371023	1.22239244	0.178970277	0.709220529
HV29A7	-0.10433656	0.331205845	-0.424139589	0.764187098
HV29B2	0.703018248	-1.895302653	0.986325085	0.730079174
HV29B3	0.840521753	0.355659008	0.359542489	0.415037453
HV29B5	0.919510186	0.844545424	0.451988757	0.120752156
HV29B9	2.750324011	2.157808781	1.72740674	2.099535465
HV29C1	0.977457464	-0.43063435	0.178970277	0.326500893
HV29C2	1.310700893	-0.112894036	0.538866103	0.615177095
HV29C3	1.942969084	0.818393171	0.993178785	1.241888642
HV29C6	0.983126223	0.640750289	0.249359548	0.953457475
HV29C7	0.913585365	-0.07972721	0.294447392	0.482151687
HV29C8	0.789672673	-0.63226819	0.079434559	0.607682526
HV29C9	1.198226213	0.133266494	0.190942913	0.855610013
HV29C10	0.763559878	-1.253756642	-0.055495061	0.141661137
HV29C12	-3.203872442	-4.539158821	-4.405992031	-4.392317295
HV29D1	0.415037572	-1.494764686	-0.301655591	0
HV29D2	0.535667241	-1.291231394	0.283306837	0.078002572
HV29D3	-0.841302156	-0.015596837	-0.920565426	-0.889817059
HV29D5	0.398163736	-0.096215315	-0.301655591	0.270647585
HV29D7	0.217591465	0.558873236	0.401362628	0.21254468
HV29D10	2.718393326	2.564129114	2.130060434	3.10752821
HV29D11	2.005580902	0.355659008	0.348895252	1.289506555
HV29D12	1.983126163	1.831528544	2.033630848	1.465663552
HV29E3	-0.045442939	0.030696772	0.066495508	-0.046542555
HV29E6	-0.725825071	-0.608421445	-0.335602999	-1.094636917
HV29E7	-0.881944239	0.25525707	-1.173331499	-0.18286404
HV29E8	0.054862022	0.66051352	0.611929655	-0.157100961
HV29E10	-1.653675318	-0.047305755	-0.973032832	-2.070389271
HV29E11	-0.338801891	0.727627635	0.510484338	0.26112479
HV29E12	0.736965716	0.202308238	0.130060583	0.514573157
HV29F1	1.577487469	0.952694237	0.471751988	1.045087814
HV29F2	2.389652252	0.92844671	2.157775879	2.478047371
HV29F3	1.812139988	1.526930332	1.172946453	1.813882947
HV29F4	0.423401058	-0.608421445	0.803461075	0.120752156
HV29F6	1.246160507	0.175086632	0.053439364	0.308122218
HV29F7	0.496567488	1.988318205	1.006789207	0.38027209
HV29F8	-1.653675318	-1.015596867	-0.705552638	-1
HV29F9	0.966052711	-0.181606829	-0.188761562	0.440572619
HV29F11	2.130879879	1.494264126	2.414186716	2.891542912
HV29F12	0.439983904	0.66051352	1.321928263	0.088809311
HV29G1	0.821662724	-0.164119422	0.272079587	0.465663552
HV29G2	2.820079803	2.502500534	2.388423681	2.889998913
HV29G3	0.977457464	0.090197816	0.481532991	0.406424344
HV29G5	0.255559266	-0.40987584	-0.113210499	-0.347923279
HV29G6	1.278791666	-0.129767835	0.190942913	0.232173443
HV29G7	0.128324091	-0.235378027	-0.352880985	-0.10691525
HV29G9	1.72009182	0.415037513	1.442004681	0.743819237
HV29G10	0.625397444	-2.146841288	-1.055495024	0.056143016
HV29G12	-0.744440675	-1.83871913	-1	-1.977279902
HV29H3	-0.426264733	0.188761562	-0.370368391	-1.094636917
HV29H4	0.668252885	0.331205845	0.338168859	0.033947289
HV29H5	0.75032407	1.640750289	0.237863898	0.584962487
HV29H7	2.584962368	2.229025602	2.111283302	2.482151508
HV29H8	-1.057030916	-1.329705477	-0.920565426	-0.827532887
HV29H10	-1.283306837	-2.146841288	-0.821029723	-1.691877723
HV29H11	-0.881944239	-1.291231394	-0.479992867	-1.169924974
HV30A3	-1.283306837	0	-0.461133868	-1.362570047
HV30A4	-0.725825071	0.281020135	0.260764301	0.033947289
HV30A5	0.310700893	1.111892819	0.803461075	1
HV30A6	-0.426264733	0.188761562	0.548204005	0.38027209
HV30A7	0.033166975	-0.451695949	-0.142957911	0.045087844
HV30A10	-1.367371082	-0.272372305	-0.57817328	-0.567888975
HV30B1	1.573735237	1.69924593	1.421826601	-0.304854602
HV30B3	0	-0.656515837	-0.424139589	-0.263034463
HV30B5	-0.068712682	-0.129767835	0.130060583	-0.01149565
HV30B6	0.065588415	-0.217230707	0.338168859	-0.058416635
HV30B11	0.689212501	0.331205845	0.154722616	-1.094636917
HV30B12	0.246160626	0.229025543	-0.113210499	0.344648182
HV30C2	1.812139988	1.645716548	0.178970277	0.406424344
HV30C9	1.337501049	1.397479177	0.908704281	0.62263298
HV30C11	0.852958858	1.181940317	0.040263996	0.784271359
HV30D5	0.198226154	1.126177073	0.602996528	0.371448219
HV30D9	1.678770781	1.379704475	1.380604029	1.410737276
HV30D12	0.535667241	-0.272372305	-0.02748071	-0.469485223
HV30E2	-0.456638366	-1.079727173	-0.499101698	-1
HV30E7	0.581229806	0.718228996	0.841935217	0.830075026
HV30E9	-0.821402609	-0.731803894	-0.158064783	-0.046542555
HV30E10	0.512334764	0.79175806	0.566700399	0.777607679
HV30E12	-0.256339669	-0.838719189	-0.28497687	-0.046542555
HV30F3	-0.256339669	0.69924587	0.431950927	0.680931568
HV30F4	-0.456638366	-0.43063435	-0.821029723	-0.534336448
HV30F5	0.033166975	-0.608421445	-0.28497687	0.730079174
HV30F8	0.776675403	0.331205845	-0.705552638	-0.058416635
HV30F9	1.283393621	0.79175806	1.085860729	1.554101586
HV30F10	2.552922249	0.680009663	2.272079468	2.35139513
HV30G4	-0.472068399	-1.047305822	-0.920565426	-0.290779442
HV30G5	-0.821402609	-0.217230707	-0.22012569	-0.729352415
HV30G8	1.231946707	1.89963305	1.085860729	-0.304854602
HV30G11	0.756957114	0.494264126	0.930291116	0.067114264
HV30G12	0.415037572	0.161280841	-0.098563738	0.736965537
HV30H1	2.840521812	1.415037513	1.079434633	1.187626958
HV30H3	0.158697844	-0.63226819	-0.499101698	-0.209095553
HV30H5	-1.283306837	-0.924448967	-0.661831141	-0.347923279
HV30H7	-0.229867473	0.367731839	-0.499101698	-0.144389927
HV30H8	0.456378341	-0.608421445	0.305502564	-0.43812111
HV30H9	-0.229867473	0.25525707	0.178970277	0.308122218
HV30H12	1.188445091	0.460841149	-0.04141989	0.868210077
HV31A4	-0.584962428	-0.34933421	-0.57817328	0.182591379
HV31A7	-0.601836205	-0.838719189	-0.335602999	-0.249359548
HV31A8	0.789672673	0.548304021	0.689932168	-1.144389868
HV31A9	0.236700296	-0.451695949	-0.424139589	0.110182941
HV31A10	-0.19104825	-0.731803894	-0.821029723	-0.655351818
HV31A11	1.070921898	0.853158534	0.548204005	0.362570107
HV31B1	4.316325188	3.136798382	3.059982061	4.186369896
HV31B3	-0.503432512	-0.56187892	-0.188761562	0.423599541
HV31B5	0.971766293	0.610588253	0.575860441	0.673771739
HV31B6	0.852958858	0.281020135	0	1.094182491
HV31B9	1.217591524	0.79175806	1.524744987	0.607682526
HV31B11	-0.584962428	-0.681177914	0.104969621	-0.767826557
HV31B12	-0.584962428	-0.984570026	-0.461133868	-0.094636932
HV31C1	0.566201568	0.318822145	1.066495419	0.202629209
HV31C2	-0.283306837	-0.146841437	-0.02748071	0.16227138
HV31C4	2.680516243	0.65066576	1.59400773	1.518575072
HV31C8	0.283393562	0.505235374	-1.683526278	0.22239244
HV31C9	1.01667881	0.188761562	0.370111704	0.592575669
HV31C10	0.535667241	0.472068399	-0.424139589	0.440572619
HV31C11	1.381090164	0.66051352	1.668684244	1.603920579
HV31C12	-0.601836205	-1.015596867	-0.727920413	-0.249359548
HV31D1	0.076235652	0.175086632	0.471751988	-0.304854602
HV31D2	1.20309186	1.015430093	0.529467463	0.874469042
HV31D4	0.118055791	0.600392461	-0.252186954	-0.157100961
HV31D5	1.621767998	1.235628247	0.283306837	0.045087844
HV31D6	-1.841302156	-2.954196215	-1.920565367	-1.932885766
HV31D7	-0.140862539	-0.7842713	-0.388070375	-0.501546502
HV31D8	0.076235652	-0.539158881	0.040263996	0.182591379
HV31D9	-0.324726731	-0.954196334	-1	-0.889817059
HV31D10	1.24143815	2.831528664	0.283306837	2.303490639
HV31E5	0.610824645	-0.731803894	0.214594156	0.344648182
HV31E6	1.011140585	1.090197802	0.930291116	1.534472823
HV31E7	-1.1043365	-0.7842713	-0.683526218	-0.637429953
HV31E8	0.573735237	0.281020135	0.380604088	-1.023083687
HV31E9	1.406625271	0.331205845	0.013546683	0.688055992
HV31E10	-2.426264763	-1.681177855	-1.821029663	-2.222392321
HV31E11	0.415037572	-0.329705417	-0.335602999	-0.058416635
HV31E12	-1.203872204	-0.146841437	-1.142957926	-0.304854602
HV31F3	0.431716263	-0.291231304	0.066495508	-0.43812111
HV31F4	-0.902702749	-0.811238468	-0.640457511	0.326500893
HV31F7	0.472588539	0.460841149	1.040263891	0.473931193
HV31F8	0.292553604	0.920272768	0.283306837	0.022720039
HV31F9	-0.116409391	0.343484163	0.370111704	-0.10691525
HV31F12	0.488618612	-0.310340136	-0.335602999	0.482151687
HV31G1	0.40662533	0.391578555	0.190942913	0.022720039
HV31G6	-0.44137162	-0.389411747	-0.538095772	-0.319068462
HV31G9	-0.216811329	0.355659008	-0.055495061	0.49032563
HV31G12	-0.057030886	-0.217230707	-0.128007486	-0.082462102
HV31H7	-0.128584221	0.773724139	-0.499101698	-0.304854602
HV31H8	-1.763299704	-0.369233757	-1	-0.84799695
HV31H10	2.234325409	2.816192389	1.940964699	1.780943274
HV32A2	0.448204398	0.281020135	0.886789501	0.473931193
HV32A3	0.065588415	0.367731839	-0.113210499	-0.034765393
HV32A4	-0.080489844	-0.217230707	-0.013674922	0
HV32A5	-2.203872204	-1.539158821	-2.335602999	-0.748461246
HV32A8	-0.229867473	0.331205845	0.026967183	0
HV32A9	0.128324091	0.147341669	0.481532991	-0.304854602
HV32A10	1.756957054	0.59012419	1.385821819	1.695145488
HV32A11	0.217591465	0.472068399	1.020272493	0.371448219
HV32A12	0.942969143	0.537656784	1.310998678	0.899236917
HV32B1	-1.923764467	-0.838719189	-1.40599227	-1.195920229
HV32B3	1.207941294	0.415037513	0.548204005	1.256339788
HV32B5	0.504472673	1.43812108	0.548204005	0.947532654
HV32B7	-1.01122725	-0.112894036	-0.845277369	-1.119298935
HV32B8	-0.283306837	0.175086632	-0.661831141	-0.710493445
HV32B9	-0.568283677	0.175086632	0.053439364	-0.131789908
HV32B11	1.618129492	1.154328108	1.208717585	1.557995439
HV32B12	0.178597391	-0.235378027	-0.173331529	-0.43812111
HV32C1	0.310700893	0.887105942	0.584962606	0.522565901
HV32C2	-0.01122725	-0.34933421	-0.773724079	-0.070389271
HV32C3	0.076235652	0.92844671	0.066495508	0.584962487
HV32C5	0.372477055	0.952694237	0.154722616	0.465663552
HV32C6	-0.269760162	-0.63226819	-0.388070375	-0.333423734
HV32C7	-0.324726731	0.104697369	-0.370368391	0.120752156
HV32C9	0.138519883	-0.329705417	-0.845277369	-0.27684027
HV32C10	-1.080489874	-1.291231394	-1.301655531	-0.78745532
HV32C11	-1.841302156	-1.369233727	-1.204358339	-0.767826557
HV32D3	1.350716591	-0.146841437	0.391020685	0.770913005
HV32D8	-0.551795602	-0.866733551	-0.598637402	-1.046542525
HV32D9	0.98877281	-0.146841437	-0.013674922	0.498453498
HV32D10	-0.381870568	-0.235378027	-0.188761562	-0.977279961
HV32D11	0.937140048	0.242200911	0.370111704	-0.453717947
HV32D12	1.319689751	1.075551033	0.611929655	0.849268556
HV32E3	-1.153246284	-0.43063435	-0.479992867	-0.319068462
HV32E4	-1.338801861	-0.539158881	-0.557995319	-0.889817059
HV32E8	1.143590927	2.635766983	1.456954956	0.743819237
HV32E11	-1.310787559	-0.516791105	-0.084064186	-0.27684027
HV32E12	0.527931631	2.68242836	0.972519338	1.849268556
HV32F1	-1.367371082	-1.954196334	-1.479992867	-1.517848253
HV32F2	0.937140048	0.367731839	0.471751988	0.644771934
HV32F3	-1.203872204	-0.811238468	-1.683526278	-3.27684021
HV32F4	0.16868192	-0.181606829	-0.23606731	0.423599541
HV32F5	2.054862022	2.026895285	1.520007133	1.730079055
HV32F6	4.62811327	4.041099548	2.324647665	3.74893856
HV32F8	0.736965716	1.261741042	0.993178785	0.546282053
HV32F11	0.783188641	0.548304021	1.046866655	1.182591319
HV32F12	0.097297251	-0.146841437	0.190942913	0.067114264
HV32G1	1.834262848	1.293731093	1.214594126	1.871343017
HV32G3	-0.057030886	-0.291231304	-0.142957911	0.673771739
HV32G4	-0.472068399	-0.838719189	-2.479992867	-0.046542555
HV32G5	0.264897168	-0.112894036	0.871992528	-0.046542555
HV32G6	1.153679609	0.188761562	0.178970277	0.465663552
HV32G7	-0.671377182	-1.451696038	-0.773724079	-1.304854631
HV32G8	1.815321207	2.760049343	1.020272493	3.018487453
HV32G9	0.328622818	2.857445955	1.864536524	0.506535828
HV32G10	-0.636187792	-0.866733551	-1.236067295	-0.584962547
HV32G12	1.740316868	0.920272768	1.148596525	1.419324756
HV32H1	-0.367371023	-0.731803894	-0.845277369	-0.619727969
HV32H3	-2.487665176	-2.451695919	-1.973032713	-2.584962368
HV32H4	-1.923764467	-1.494764686	-1.301655531	-1.070389271
HV32H5	-1.725825071	-1.40987587	-1.869939327	-1.517848253
HV32H6	1.80575633	0.870232105	0.923131287	1.38466382
HV32H9	2.815321207	-0.199308813	2.354228735	2.700439453
HV32H10	0.682259738	1.154328108	0.294447392	0.514573157
HV32H11	-0.128584221	0.630766213	-0.268488765	-0.058416635
HV32H12	1.153679609	0.620712459	0.283306837	0.432111025
HV33A8	0.246160626	1.090197802	1.020272493	0.326500893
HV33B1	0.63982445	0.060754064	0.380604088	0.326500893
HV33B2	1.278791666	0.060754064	0	0.716207027
HV33B5	0.770132482	-0.43063435	0.864536643	0.371448219
HV33C4	2.970340014	1.680009723	1.664397001	2.187626839
HV33C8	-0.045442939	-0.369233757	-0.727920413	-0.249359548
HV33D4	0.802553952	0.952694237	-0.069708906	0.554101527
HV33D5	1.423401117	-0.164119422	-0.268488765	0.35363698
HV33D7	-0.045442939	0.25525707	-0.705552638	-0.362570047
HV33D8	-0.310787559	0.746243298	0.510484338	0.423599541
HV33D9	0.033166975	-0.329705417	0.092258587	-0.119298965
HV33D10	0.488618612	0.764621973	-0.22012569	0.976916432
HV33D11	-0.861480117	0.306331187	-0.301655591	-0.517848313
HV33D12	0.646984279	0.060754064	0.190942913	0.326500893
HV33E2	-0.551795602	-0.146841437	-0.557995319	0.141661137
HV33E3	0.207941294	0.415037513	0.283306837	0.389042258
HV33E6	-0.689299107	0.736965537	0.226275951	0.35363698
HV33E7	1.977457285	0.708768666	0.520007133	2.123382568
HV33E8	0.98877281	0.415037513	-0.02748071	0.899236917
HV33E9	0.802553952	1.483208895	1.447005272	1.110182881
HV33E10	-0.689299107	-0.096215315	-0.797182977	-0.082462102
HV33E11	-1.256339669	0.844545424	0.130060583	-0.637429953
HV33E12	1.337501049	-1.181606889	0.283306837	0.836501241
HV33F2	1.389652252	0.379704475	0.78777951	1.126007915
HV33F3	-1.033947229	-0.757799089	0.053439364	-0.637429953
HV33F4	-0.178337216	-0.164119422	-0.442518204	-0.18286404
HV33F5	1.599797726	1.510689735	0.779874325	0.923586965
HV33F6	0.668252885	0.175086632	-0.518466949	0.644771934
HV33F7	0.292553604	0.306331187	-0.268488765	-0.082462102
HV33F8	-1.033947229	-1.112894058	-1.301655531	-0.807354867
HV33F9	0.381090164	0.21572873	0.451988757	0.56961453
HV33F10	1.310700893	0.827163339	0.461904228	1.094182491
HV33F11	-0.203872278	-0.43063435	-0.640457511	-0.932885766
HV33F12	0.994397342	-0.811238468	0.272079587	0.554101527
HV33G4	2.900164843	1.928446651	1.923131227	2.540389538
HV33G7	-0.19104825	-0.217230707	-0.869939446	-0.222392365
HV33G9	0.796127737	0.090197816	0.166897446	0.141661137
HV33G10	1.668252707	1.595267415	0.78777951	1.478047252
HV33G12	-0.243042842	-1.494764686	-1.268488646	-0.157100961
HV33H1	0.207941294	-0.757799089	-1.055495024	-0.249359548
HV33H3	-0.801773787	0.630766213	-0.797182977	-0.469485223
HV33H7	-0.535493791	-0.272372305	-0.461133868	-0.392317444
HV33H8	1.193343878	0.79175806	0.538866103	1.146841407
HV33H9	0.937140048	1.548303962	1.214594126	0.93560946
HV33H10	-0.744440675	-0.34933421	-0.173331529	-0.637429953
HV33H11	-0.310787559	-0.217230707	-0.661831141	-0.517848313
HV34A1	0.158697844	-0.63226819	0.557481766	0.251538754
HV34A3	0.301655769	1.306331158	0.698344409	0.630050421
HV34A4	-1.310787559	-0.516791105	-0.04141989	-0.058416635
HV34A5	0.188445151	0.293731183	0.431950927	0.317340851
HV34A6	0.480625868	-0.40987584	-0.557995319	0.326500893
HV34A7	0.310700893	-1.63226819	0.739685178	-0.18286404
HV34A9	-1.080489874	-0.096215315	-0.518466949	-0.249359548
HV34A11	-3.203872442	-3.079727173	-3.727920532	-3.27684021
HV34B3	0.63982445	1.053298235	0.226275951	0.088809311
HV34B4	-1.153246284	-1.681177855	-1.142957926	-1.619727969
HV34B7	0.877515972	1.090197802	1.026967287	0.432111025
HV34B8	0.74366039	-0.235378027	0.026967183	0.600148857
HV34B9	0.901662171	-0.096215315	0.442004681	0.423599541
HV34B11	-1.178337216	-1.217230678	-0.598637402	-1.094636917
HV34B12	-0.203872278	0.119052649	0.040263996	-0.673499107
HV34C2	1.821662664	1.727627635	1.214594126	1.770913005
HV34C3	0.456378341	-0.451695949	0.066495508	-0.034765393
HV34C4	2.330847263	0.764621973	1.520007133	1.317340851
HV34C6	0.632628977	1.168200254	0.104969621	0.584962487
HV34C7	0.389652252	0.161280841	-0.173331529	0.344648182
HV34C10	0.512334764	0.119052649	0.380604088	0.592575669
HV34C11	0.668252885	1.229025483	1.020272493	0.688055992
HV34C12	1.368151188	0.43812111	0.698344409	0.917537928
HV34D1	-1.033947229	-1.015596867	-1.40599227	-0.602240562
HV34D5	0.011140555	-1.451696038	-0.750640452	-0.655351818
HV34D6	1.260235786	0.268196106	0.602996528	0.440572619
HV34D7	-0.782408535	-0.516791105	-0.069708906	-0.567888975
HV34D8	-0.033947289	-0.63226819	-0.055495061	-0.10691525
HV34D9	0.398163736	-0.235378027	0.260764301	0.141661137
HV34D10	-0.456638366	-0.516791105	-0.318529397	-0.169924989
HV34D11	0.808951795	0.887105942	0.380604088	0.308122218
HV34E4	0	-0.164119422	0.178970277	0.088809311
HV34E5	0.065588415	-0.451695949	0.202816993	0.335603058
HV34E9	-1.033947229	-0.235378027	-0.442518204	-0.485426843
HV34E10	-0.966833055	-2.079727173	-1.442518234	-1.362570047
HV34F1	0.431716263	0.483208954	0.370111704	-0.673499107
HV34F5	-0.353015751	-1.253756642	-0.40599227	-0.767826557
HV34F6	0.415037572	-1.681177855	-0.352880985	-0.551015139
HV34F9	0.415037572	-0.310340136	0.013546683	0.22239244
HV34F10	-0.338801891	-0.451695949	-0.188761562	-0.263034463
HV34F11	-0.367371023	-0.584962547	-0.705552638	-0.43812111
HV34G2	0.942969143	-0.164119422	-0.055495061	0.577308953
HV34G4	0.16868192	-0.451695949	-0.318529397	-0.119298965
HV34G6	1.934216499	1.068171501	0.575860441	1.03952837
HV34G9	0.954557121	0.25525707	0.602996528	1.104869127
HV34G10	-0.456638366	0.161280841	0.190942913	0.022720039
HV34G11	-0.128584221	-0.516791105	-0.598637402	-0.235812873
HV34H1	-0.535493791	-0.272372305	-0.57817328	-0.422691077
HV34H2	0.566201568	0.119052649	0.638401806	0.584962487
HV34H4	-0.01122725	-0.112894036	-0.388070375	-0.119298965
HV34H5	0.464506209	0.69924587	0.11756964	0.192645133
HV34H7	-0.551795602	-0.681177914	-0.661831141	-0.602240562
HV34H8	-0.519374132	0.306331187	-0.821029723	-0.195920184
HV34H11	-0.216811329	0.569365621	-0.705552638	0.182591379
HV34H12	-0.203872278	-0.310340136	-0.388070375	-0.333423734
HV35A5	1.086804867	-0.608421445	0.481532991	1.094182491
HV35B1	0.496567488	-0.539158881	-0.797182977	-0.362570047
HV35B2	-0.601836205	-0.539158881	-1.11321044	-0.157100961
HV35B6	1.027691841	2.26497221	1.396200895	1.914503694
HV35B7	1.038621426	0.21572873	0.979438722	-0.655351818
HV35C1	0.188445151	-0.112894036	-0.557995319	0.045087844
HV35C9	0.55862838	-0.129767835	-0.619395912	0.506535828
HV35D1	1.11805582	0.104697369	0.260764301	0.971087337
HV35D9	1.097297192	0.460841149	1.013546705	0.743819237
HV35E9	-0.988859475	-0.451695949	0.214594156	0.289506555
HV35F5	1.650550842	0.526930392	1.214594126	1.045087814
HV35F6	1.255559206	1.00773561	0.411630929	1.289506555
HV35H5	-0.338801891	-0.272372305	-0.055495061	-0.517848313
HV36A2	0.107713848	0.075551048	0.401362628	0.994263649
HV36A12	-0.689299107	-0.451695949	-0.946560621	-0.453717947
HV36B8	0.022195727	0.045803647	-0.424139589	0.141661137
HV36B9	1.389652252	1.03069675	0.908704281	1.061639071
HV36E4	-0.338801891	-0.253756642	-0.499101698	-0.195920184
HV36F2	2.415037394	2.455194712	1.370111704	2.232173443
HV36F3	-0.601836205	-1.83871913	-1.518466949	-1.27684021
HV36G3	0.044055283	0.119052649	-0.57817328	-0.249359548
HV36G4	1.520154238	1.81398797	1.172946453	0.736965537
HV36G8	0.472588539	0.827163339	0.142444298	0.172467172
HV36G10	0.076235652	0.579782248	-0.23606731	0.15200308
HV37B1	-0.283306837	-0.181606829	-0.055495061	0.011404753
HV37B2	-0.203872278	-1.40987587	-0.773724079	-0.807354867
HV37B3	-0.763299704	-0.43063435	-0.598637402	-0.567888975
HV37B4	0.913585365	0.318822145	-1	1.46151197
HV37B5	0.198226154	-0.43063435	-0.370368391	0.362570107
HV37B9	0.883590639	-0.047305755	0	0.326500893
HV37B11	2.019439936	0.526930392	1.079434633	1.546282053
HV37D3	1.049468756	0.670294523	0.283306837	0.592575669
HV37D7	-0.44137162	-0.235378027	-0.301655591	-0.534336448
HV37E9	0.274174929	-0.43063435	0.664397001	0.067114264
HV37F2	4.141057491	2.87446928	2.385821819	3.825236797
HV37F7	-0.636187792	-0.584962547	1.220446825	-0.347923279
HV37F9	1.011140585	-0.181606829	0.202816993	0.423599541
HV37G1	1.143590927	0.379704475	0.664397001	1
HV37G2	0.588685691	-0.096215315	-0.661831141	-0.058416635
HV37H7	0.504472673	-0.272372305	-0.013674922	0.308122218
HV37H11	0.227177501	0.494264126	0.500898302	0.289506555
HV38A1	-0.116409391	-0.43063435	-0.252186954	0.141661137
HV38A2	-0.283306837	-0.217230707	-0.352880985	0.289506555
HV38A5	-0.165737197	-1.253756642	-0.895030379	-0.333423734
HV38A6	1.14864397	0.835880578	-0.268488765	0.730079174
HV38B2	0.543361664	0.708768666	-0.538095772	1.011404753
HV38B11	1.054862022	0.65066576	0.849508405	0.241888583
HV38C1	0.883590639	0.075551048	0.283306837	0.308122218
HV38C5	-0.10433656	-0.329705417	-0.370368391	-0.534336448
HV38D1	0.596103132	-0.235378027	-0.188761562	0.538419962
HV38D11	0.372477055	0.242200911	-0.113210499	-0.501546502
HV38E8	-0.203872278	0.060754064	-0.479992867	0.298844457
HV38E9	0.96031636	0	0.672959089	0.947532654
HV38F6	0.415037572	0.188761562	-0.388070375	0.344648182
HV38F9	1.535667181	0.25525707	1.751859903	0.836501241
HV38G4	-0.744440675	0.015430026	-0.750640452	-0.18286404
HV38H6	1.16868186	0.59012419	0.59400773	1.067114234
HV39A1	0.178597391	0.147341669	0.079434559	-0.584962547
HV39B5	0.74366039	0.293731183	-0.268488765	0.709220529
HV39B12	0.527931631	-0.310340136	-0.142957911	-0.046542555
HV39C2	0.439983904	-0.539158881	-0.619395912	0.033947289
HV39C4	-0.045442939	-0.07972721	0.053439364	-0.263034463
HV39D2	-0.456638366	-0.063425414	-0.370368391	-0.534336448
HV39D7	-1.203872204	-1.217230678	-1.40599227	-1.144389868
HV39D10	-0.744440675	0.21572873	-0.640457511	0.120752156
HV39D11	-0.116409391	-0.811238468	-0.946560621	-0.10691525
HV39D12	0.118055791	-0.291231304	0.348895252	0.289506555
HV39G6	1.337501049	0.090197816	0.972519338	1.067114234
HV39H3	1.207941294	1.25525701	0.871992528	1.141661167
HV39H8	-0.763299704	-0.757799089	-0.845277369	-0.729352415
HV39H9	0.097297251	-0.217230707	-0.388070375	-0.18286404
HV39H12	0.551015198	0.331205845	-0.055495061	0.15200308
HV40A2	-0.44137162	0.42662546	0.130060583	0.465663552
