gene	s1321	s1996	s1822	s1714	s1224	s1252	s1510	s1900	s1787	s1721	s1486	s1572	s1324	s1649	s1320	s1542	s1281	s1905
HV31H7	-0.903784633	-1.011404753	-0.029953301	-1.35509491	-0.901221812	-1.321928024	-0.71271795	-0.367731839	-0.682517767	0.482276946	-0.681568921	-0.299560249	-0.695742965	-0.663950861	-0.090197861	-0.539365709	-0.678071976	0.452966899
HV31H8	-0.1165139	0.412194788	-0.235628277	-0.355094969	0.130256385	-0.199308753	-0.838248849	0.292781711	-0.215012833	-0.332983285	-0.681568921	-0.900464296	-0.369756609	-0.721283972	-0.371968865	-1.067744732	0.424026251	-0.68280983
HV31H10	0.968567491	-0.106041685	0.123058379	1.673967481	0.89395833	0.695419192	-0.5607149	0.527737617	1.788203835	0.646057129	0.231553704	-0.578536272	0.430634379	-0.162552997	-1	0.649668157	0.312277853	-0.976541042
HV32A2	0.472935945	0.259242833	-0.331843644	0.398549378	0.098778188	0.594240308	0.071553335	0.359895825	0.835613251	0.306427091	-0.02949214	0.643856168	0.220599219	0.553078413	-0.067114264	-0.44625628	0.232660651	0.528694272
HV32A3	-1.05062604	0.495131075	-0.28293395	0.137503549	0.098778188	-0.507939994	0.01217483	-0.658963144	-0.407657892	0.146486193	-0.234109968	-0.134929627	-0.419225216	-0.90836966	-0.02202642	-0.59825933	-0.277534008	0.553078413
HV32A4	-0.382247567	-0.648834705	0.27778095	-1	-0.316259354	0.072603762	0.601172745	-0.048909694	-0.103504479	0.032666296	-0.065712437	0.15842934	-0.01260002	-0.097847372	-0.186413229	-0.32524085	0.242856443	-1.175849795
HV32A5	-2.857980967	-2.130703688	-2.145430565	-1.69389689	-1.666756511	-0.333609849	-2.423211336	-0.736965597	-1.562936068	-1.252063155	-0.839830995	-1.637429833	-1.758027196	-1.471305728	-0.568660796	-1.520256877	-1.383328676	-0.68280983
HV32A8	0.142019004	-0.143194661	0.1410923	0.337581336	-0.330473214	0.286118031	0.128584221	0.148391843	-0.202188805	0.384429604	0.575206518	0.321928084	-0.216133386	0.229133934	0.053637892	0.102180302	0.552540958	-0.626956582
HV32A9	-1.05062604	-0.5457412	0.067563236	0	-0.721898198	-0.357261091	-0.525090992	-0.480625868	-0.294447392	-0.375211477	0.400372714	0.372554183	0.024874657	-0.487793863	0.431339234	0.517217755	0.527737617	0.268934995
HV32A10	0.218834668	0.044738263	0.193879664	-0.094859257	0.324198306	0.943044186	0.872244596	0.736965537	0.68499136	0.646057129	1.1860708	0.567684472	1.329435706	0.713118792	0.972414136	-0.410632372	0.63226819	-1.258312106
HV32A11	-0.15754129	0.171186626	-0.867896497	0.32716471	0.22076869	0.090197802	-0.26793313	-0.567040682	0.420575708	0.261197835	0.251316935	0.602035999	0.589138269	0.495527416	0.77578485	0.606855035	-0.383328676	-0.202816993
HV32A12	1.136372447	-0.562419891	0.00984776	1.025995255	0	0.472068548	-0.19614251	0.913288355	1.132450342	0.631912947	0.400372714	1.081388235	0.344334602	0.487115175	0.838248849	0.526436388	0.616671324	1.431206346
HV32B1	-1.157541275	-1.562419891	-1.904422402	-1.923378706	-1.10604167	-2.106199265	-1.525091052	-2.099535704	-2.321928024	-3.22606802	-1.556038022	0.643856168	-1.758027196	-1.682809949	-1.758991957	-0.723790228	-1.024247646	-1.149377584
HV32B3	-0.350186288	0.240134001	-0.28293395	0.869691908	-0.081794024	-0.661414504	-0.905363083	-1.621488452	0.428843349	1.136502147	-0.318998784	2.217784643	-0.173064709	0.069262594	1.212993622	-0.026717313	-0.277534008	0.011777163
HV32B5	-0.185555637	0.22076869	0.236440182	-0.137503549	0.5348773	-0.321928054	0.267104089	-0.112474769	0.516791105	-0.138605118	0.128460199	1.253341079	-0.260527551	-0.149377629	-0.618129373	0.624132991	-0.08671169	-1.097847342
HV32B7	-2.21412468	-0.403722197	-0.746881127	-1.321928024	-0.901221812	-1.393481374	-0.297680527	-0.678071976	-1	-0.463567346	-1.333645582	0.280107915	-1.038135052	-0.864648104	-0.635003209	-0.341919601	-1.480625868	-0.422942698
HV32B8	-1.334419012	0	-0.730392992	-1.611434579	-0.68490386	-0.936274409	0.036220297	-0.463947147	-0.682517767	-0.213243976	-0.333645552	-0.039170563	-0.716207027	-0.123382434	-0.474538594	-0.93529439	-0.603109837	-0.455003977
HV32B9	-0.214124769	-0.274439216	0.185214818	0.567368388	0.240134001	-0.253756613	-0.012278318	-0.415037572	-0.422454894	-0.590479434	-0.53896445	0.822001696	-0.369756609	-0.202816993	-0.915111184	-0.053938918	-0.678071976	0.391190737
HV32B11	0.164386809	-0.207324937	-0.040077507	0.038819224	0.278101802	0	-0.312787414	0.070389271	0.299560338	0.482276946	0.201391667	1.623097658	0.363963366	0.363883406	0.966833115	0.209095553	-0.514573276	0.035046905
HV32B12	0.593230128	0.351165354	0.617530346	-0.69389689	0.18124038	0.883746862	-0.473251998	-0.099535719	0.032914728	0.2239649	0.598538995	0.012824029	0.165737197	0.600644112	0.649092793	-0.986824632	0.263034403	0.435584813
HV32C1	-0.398549348	-0.68490386	-0.797507226	-0.338416219	-0.418829083	-0.849859595	-0.312787414	-1.447458982	-0.103504479	0.82455802	-0.220435053	-0.449802935	0.283792973	-0.471305758	-0.536599517	-0.260389686	-1.15200305	-0.626956582
HV32C2	0.625834823	0.84420526	2.225917339	-0.338416219	0.33324343	0.353232265	-0.114458621	0.341036856	-0.596102953	-0.163058266	1.057269096	0.012824029	0.10870631	0.503890872	0.599462032	0.077305645	0.369233727	0.914752603
HV32C3	-0.303392112	-0.106041685	-0.39540872	-0.552541077	-0.118320003	-0.918572426	-0.32805413	-0.061400637	0.127379328	0.747936726	-0.304499239	0.111508355	0.073373273	-0.663950861	0.455451638	0.526436388	-0.165423602	-0.301380724
HV32C5	-1.185555696	-0.631132722	-0.382469654	-0.18144685	-0.260764301	-0.430634379	-0.154722616	-1.024247646	-0.349942446	0.176030427	0.29957208	-0.381090164	-0.245577127	-0.316027492	-0.854569554	-0.026717313	-0.819427788	-0.097847372
HV32C6	0.036836863	-0.143194661	-0.029953301	-0.631612659	0.936127901	-0.589623868	0.267104089	-0.165423602	-0.127549946	-0.163058266	-0.234109968	-0.347923338	-0.35363695	-0.345774889	-0.174029514	-0.213595524	-0.024247661	-0.149377629
HV32C7	-0.350186288	0.759508252	1.486132503	0.953349888	0.33324343	0.701155543	0.782692909	0.191141427	-0.682517767	0.401205331	0.658974886	-0.617530346	-0.801095843	0.156725496	-0.400537997	0.571665645	-0.621488452	1.239187717
HV32C9	-1.076621175	0.429167867	0.611075282	0.485426724	-0.011404753	-0.357261091	0.236298069	-0.048909694	-0.562936187	0.482276946	0.819828868	-0.784987211	-0.50564003	0.167294711	1.179607511	-0.053938918	-1.584962487	0.639118195
HV32C10	-1.076621175	-0.648834705	-1.434937	-0.196397275	-0.901221812	-0.901085019	-1.35908103	-0.736965597	-0.139724776	-0.924898505	-1.115465403	-1.052467346	-0.695742965	-0.721283972	-0.055709511	-0.578359783	0.159198582	-1.573185444
HV32C11	-2.05062604	-1.057947278	-1.730392933	-0.242200911	-1.181329727	-1.047305703	-1.024662018	-1.514573216	-0.254183412	-0.945960045	-0.819072485	-1	-0.962846994	-0.90836966	-0.489805341	-0.702095151	-0.736965597	-1.538419962
HV32D3	0.681177855	0.725560784	0.269607008	3.661583662	0.4036327	-0.106199324	0.95024693	1.227535605	3.391260147	-0.463567346	0.062871784	-0.079434559	1.899343848	2.04367733	2.203533411	0.831728518	-0.514573276	2.014706373
HV32D8	0.517058492	-0.944290519	0.095577538	0.161154792	-0.03448835	-0.468769431	-0.439699471	-0.138706282	-0.872620702	-0.226068005	-0.409196615	-0.637429893	-1.012600064	-1.123382449	-0.489805341	-0.861293733	-0.514573276	-0.216491908
HV32D9	0.807354927	1.305936098	0.970046639	1.540568471	0.831494331	0.648688197	0.402759135	0.779609799	1.211251974	1.482276917	0.251316935	0.886132002	1.739472508	1.005900621	1.222392321	0.78640449	0.66296494	0.790361762
HV32D10	1.427421212	0.191224456	0.35706985	0.218640223	0.953829885	1.293731213	-0.406909585	-0.206450984	0.05444786	0.324129075	-0.440560758	-0.079434559	-0.962846994	-1.682809949	-1.489805341	-0.960829437	0.09310931	1.20368886
HV32D11	1.542898536	-0.233797118	0.1410923	0	0.746024966	0.569365621	-0.71271795	-0.431157231	-1.022367835	0.021859556	0.139107436	-0.467504919	-1.145050406	-1.721284032	-1.758991957	-0.81398809	-0.415037572	0.870162487
HV32D12	0.903570294	0.487048745	0.395137846	-0.571906328	0.278101802	0.537656784	0.374744833	0.369233727	-0.056583494	0.55153954	-0.798608363	0.321928084	0.826935291	-0.330824494	0.431339234	0.064705625	0.023846716	0.608421445
HV32E3	0.427421182	-1.10604167	-1.331843615	0.149377629	-0.220500305	-0.617912889	-0.141175926	-1.15200305	-0.321928114	-1.360997677	0.017428845	-0.347923338	-0.245577127	0.011777163	-0.669354796	-0.358793378	-0.884522915	0.536868215
HV32E4	1.136372447	-0.740757167	-0.019899547	-0.389042377	-0.388771802	0.036758602	0.474909008	-0.277534008	-0.718586981	0.417788178	0.160169035	0.123382434	0.012490943	0.31719014	-0.686842203	-0.013296813	0.159198582	0.528694272
HV32E8	0.856264472	1.337744832	1.067563176	0.82597059	1	0.689659953	0.633056879	0.350497186	0.24441871	0	0.839547157	0.814696908	1.154510021	0.837446928	0.321927994	0.28709811	0.841302276	-0.608809233
HV32E11	-0.050626025	-1.77923131	0.317970097	0.986824572	0.098778188	-0.178092301	0.172639504	-0.248679191	-0.202188805	0.010971248	0.290049285	-0.039170563	-0.33769533	-0.391578555	0.125530869	0.38156271	-0.206450984	0.876617551
HV32E12	1.202715039	1.462526441	1.345450759	0.619519711	0.912182212	1.141728163	0.457207024	1.424026251	1.30406177	1.783560634	1.27564621	0.602035999	1.622115493	1.536868095	2.259386539	0.276209831	0.600904047	1.927243471
HV32F1	-1.366127968	-0.880160213	-1.145430446	-0.533432245	-0.83893764	-1.369233727	-0.816553771	-1.906890631	-1.294447422	-2.126532316	-1.738902092	1.660250545	-1.675564885	-1.608809233	-1.520832181	-1.095759034	-0.306977779	-1.504472613
HV32F2	0.981222749	0.249720037	2.364764214	-0.013175368	1.16106236	0.918632507	1.32681036	1.383128285	0.90836966	0.639002323	1.681001186	1.295932889	0.819845915	0.569108486	0.599462032	0.755377591	0.84799695	-0.149377629
HV32F3	-4.857980728	-0.5457412	-1.941897154	-2.389042377	-2.740756989	-2.46876955	-2.634715319	-3.099535942	-4.022367954	-1.904139996	-2.778430223	1.550197005	-3.386058569	-2.286881208	-2.722465992	-0.768184423	-0.697437286	-2.345774889
HV32F4	0.764070868	0.150866628	1.185214758	0.207324937	0.596277773	0.67224288	0.831602454	0.359895825	0.235020071	-0.079226613	0.826431632	0.392317414	0.120294258	-0.110558406	0.921390176	-0.183221906	0.44183749	0.569108486
HV32F5	0.153246254	0.044738263	0.698918581	1.796069145	1.186241031	-0.136573076	0.75398165	-0.03652598	2.285971165	2.382318974	1.285264254	1.554588795	0.791134655	0.363883406	0.972414136	0.45098412	-0.248679191	0.091630399
HV32F6	1.657718897	1.927194715	4.040195942	3.412165642	2.642492294	3.072603703	2.897076368	2.747745514	3.067744493	3.081620932	3.717868805	2.56985569	2.670209646	2.083283186	3.376618624	1.517217875	2.366904736	3.144741774
HV32F8	1.380423784	0.84420526	2.26755619	0.540568352	1.23048389	1.594240189	0.796837091	0.800468445	-0.103504479	0.714769959	1.294818521	0.487265825	1.354182363	0.762749553	1.043068647	0.265238583	0.874469042	1.709507585
HV32F11	0.525723338	0.249720037	0.150025427	0.803602695	0.511161149	-0.264897168	0.267104089	-0.367731839	0.225559741	-0.360997617	0.117733806	0.980547667	-1.523561835	-0.07275641	-1.618129373	-0.081683889	-0.383328676	-0.590887368
HV32F12	0.704261422	0.971317291	0.167727411	-0.305626333	0.324198306	0.957495332	1.006100178	0.22239235	0.235020071	0.315305203	0.355425388	0.203872278	0.20979248	0.298081309	0.723790169	0.297904849	0.387730122	0.102685571
HV32G1	0.525723338	1.772866607	1.034177065	2.520136356	1.324198365	0.25525707	0.457207024	0.772589445	0.555060983	1.36318171	0.435348839	0.576349318	1.334419131	1.439949989	1.903973103	0.340340078	-0.497499675	2
HV32G3	-1.951090336	0.812215209	-0.224040329	-0.715270519	-0.496831596	-0.800390959	-0.692818403	0.047305673	-1.241008043	-0.693572938	-0.573316038	-0.22239247	-1.290901184	0.435584813	1.479167819	-0.276331306	0.814208508	0.249171764
HV32G4	-0.749456525	-0.798860073	0.211054862	-2.874469042	-2.181329727	-0.287439704	-0.975752354	0.600904047	-0.812914371	-0.766636431	0.772743702	0.135159597	-1.038135052	0.435584813	0.431339234	-0.539365709	-0.192645192	-1.608809233
HV32G5	-1.398549318	-0.496831596	0.544885039	0.773229122	-0.859401703	0.618693471	-0.67318958	-0.840801418	-0.562936187	0.760992885	-0.153939545	0.247927561	-0.675564945	-0.555697978	-1.044394255	-0.358793378	0.715161204	-0.345774889
HV32G6	-0.350186288	1.23048389	1.57172668	-0.257797748	0.837863803	0.133266568	1.053995013	0.655351758	-0.452512175	0.2239649	0.543497682	-0.079434559	0.344334602	-0.023846716	1.548062801	0.723668694	0.415037453	2.121830702
HV32G7	-0.572578788	-0.081794024	0.123058379	-1.321928024	-1.130703688	-0.507939994	0.56856811	-1.234465361	-0.378511578	-1.011055231	-0.758530855	-0.521952748	-0.145050347	-0.953457475	-0.704544187	-0.768184423	-0.90689069	-0.2302977
HV32G8	1.633872032	0.739235759	2.312012672	-0.850622356	1.328727961	2.103253841	-0.905363083	0.765534639	1.142539144	2.568347931	0.666354418	0.468769431	1.650364995	1.569108486	2.17960763	-0.260389686	0.527737617	2.542968273
HV32G9	-0.103093401	0.249720037	0.489655495	1.076621294	-0.3739748	0.166819096	0.687212586	-0.206450984	1	0.566489935	1.66266942	0.724026501	0.875609159	-0.048094377	-0.343954533	0.84652549	0.28293395	-0.780990303
HV32G10	0.084533572	0.210987687	0.432227254	-0.459431648	-0.359328032	-0.037719667	-0.423211396	0.405992329	-0.422454894	-0.607158184	0.017428845	-0.347923338	0.383328676	0.124545127	0.222392291	-0.482782185	0.502500296	0.069262594
HV32G12	-0.1165139	0.119839787	0.503662348	0.953349888	0.429167867	0.957495332	0.194172636	1.369233727	0.493332118	0.849220037	0.598538995	-0.120854452	0.605721116	1.307667375	1.490881205	1.297904849	1.373880029	1.470142126
HV32H1	-1.334419012	-1.496831656	-0.886043787	-0.477578938	-0.703282475	-1.276124477	-1.49032557	-0.736965597	-1.022367835	-1.079226613	-1.166995645	-2.052467346	-1.419225216	-1.471305728	-0.740613401	-1.21359551	-1.621488452	-0.843274474
HV32H3	-3.157541275	-2.901221752	-1.797507167	-2.874469042	-2.181329727	-2.46876955	-2.975752115	-3.099535942	-3.437405348	-7.033422947	-4.36339283	-2.807354927	-3.03813529	-2.12338233	-2.722465992	-2.308752775	-2.514573097	-2.930737495
HV32H4	0.665580988	-1.666756511	-0.797507226	-1.257797718	-1.496831656	-0.521236837	-0.753360033	-0.321928173	-1.530514717	-1.418713093	-0.681568921	-0.521952748	-1.038135052	-0.626956582	-0.635003209	-1.013296843	-1.697437286	-1.023846745
HV32H5	-1.366127968	-2.034488201	-0.980371237	-0.631612659	-0.798860073	-0.918572426	-0.615856469	-1.292180777	-1.164386868	0.350281328	-1.738902092	-1.106915236	-0.758027136	-1	-1.520832181	-1.723790169	-0.125530913	-0.740912795
HV32H6	0.681177855	0.611228228	1.482600808	-0.067114286	0.930178642	0.751781583	0.717269897	1.307428479	0.599684119	1.830763221	0.871823549	0.532495081	1.247267127	0.741687894	1.490881205	0.526436388	1	0.783508062
HV32H9	1.756728888	1.40363276	2.61430645	2.137503386	2.143172264	1.597319841	2.441537619	2.461616039	2.705552578	3.54494977	2.577165365	1.572023392	2.306794643	1.345386982	1.850423574	0.86844027	1.359895825	0.553078413
HV32H10	0.856264472	0.240134001	0.804528832	1.665723562	1.651560307	1.103253961	0.430239975	1.06465292	1.614256859	1.306427002	0.469497114	0.550197065	1.993713737	1.665452361	1.208271265	0.801671207	0.51096189	2.755763054
HV32H11	0	0.088130951	0.902932525	0.368387341	0.119839787	-0.188661516	-0.037152976	-0.263034463	-0.407657892	-0.463567346	0.096038759	-0.347923338	0.10870631	0.023458958	-0.078609914	0.763197064	-0.08671169	-0.110558406
HV32H12	0.981222749	-0.220500305	1.053349376	-1.974004745	-0.359328032	-0.056955874	0.384143472	-0.431157231	-0.127549946	-0.823969543	-1.522090673	-0.052467376	0.605721116	-0.136321485	0.555518746	0.589367628	-1.352301836	0.863678455
HV33A8	0.408805519	0.377637506	0.704993248	0.447458923	0.077404559	0.858301878	0.048094377	1.053111315	0.225559741	1.141502738	0.559439301	0.123382434	0.92929709	0.452966899	0.642106295	0.544698596	1.387730122	1.577057242
HV33B1	-0.012490943	0.611228228	0.372417808	0.089004934	0.109347403	-0.066671014	0.172639504	0.191141427	0.106915236	-0.291955888	0.040329248	0.487265825	0.344334602	0.544996023	0.628031135	0.243042842	-0.757143617	0.561115742
HV33B2	1.213481426	0.4542588	0.804528832	-0.495957553	0.088130951	0.967049599	0.492396414	0.415037453	-0.437405288	-0.163058266	1.304309964	-0.106915265	0.012490943	0.057947308	0.259386629	-0.124328181	0.670538127	-1.097847342
HV33B5	0.704261422	0.22076869	-0.763559818	0.485426724	0.982858896	0.239575505	0.024247661	0.616671324	0.758991957	0.920773387	0.106927067	0.192645028	0.61394161	0.863678455	1.069347978	-0.723790228	0	0.669175506
HV33C4	1.018535852	0.558209777	1.594810128	0.368387341	1.181240439	1.645716429	0.838456154	1.297680497	0.272253007	0.977804303	1.655270934	0.431049764	1	0.889441609	1.394397736	0.966525257	1.396890163	1.499715209
HV33C8	0.036836863	-0.093866855	0.038994074	-1.257797718	-0.966316938	0.06372565	-0.5607149	-0.165423602	-0.467778921	-0.463567346	-0.440560758	-0.315501869	0.154509947	0.373043448	0.479167789	0.138706282	-0.074000657	-0.573185384
HV33D4	0.828519464	0.342232227	0.461227059	0.207324937	0.503168404	0.505235314	0.466085136	0.432959378	0.378511697	0.116324157	0.201391667	-0.364411414	0.073373273	0.720314264	0.455451638	-0.095759057	0.387730122	-0.52134639
HV33D5	0.584962487	0.077404559	0.27778095	-0.196397275	-0.220500305	0.207691371	-1.101283193	0	-0.045087844	0.032666296	-0.662953258	0.792557955	0.520832181	0.976153255	1.212993622	0.53559643	0.519374132	0.577057362
HV33D7	-0.791891694	0.581170917	0.558368325	-0.137503549	-0.106041685	0.090197802	0.172639504	0.312277853	0	1.770707965	0.062871784	0.075288057	0.097024515	0.124545127	0.145430416	0.150678918	-0.431157231	-0.487793863
HV33D8	0.849378109	-0.274439216	0.402632415	0.485426724	0.550474167	0.382087111	-0.423211396	0.405992329	0.539874673	0.450392812	-0.180171058	-0.678071976	0.605721116	0.503890872	0.231730193	-0.168271482	0.201633811	0.528694272
HV33D9	-0.350186288	-0.081794024	0.78745532	0.925999343	1.581170917	0.903784752	0.543621778	0.519374132	0.960625768	1.22396481	0.261097938	0.478047192	0.154509947	0.452966899	0.105352908	0.17433016	-0.206450984	0.561115742
HV33D10	0.814444304	1.263980746	1.014746547	-0.067114286	0.119839787	0.666390181	0.483679175	0.212050408	-0.139724776	0.010971248	-0.333645552	-0.698830485	0.605721116	0.705887318	-0.276209831	0	-0.277534008	-1.175849795
HV33D11	-0.903784633	-1.011404753	-1.408464909	-0.305626333	-0.988684714	-0.676211476	-0.774118543	-0.480625868	-0.227951884	-0.557689548	-0.608505428	0.814696908	-0.01260002	-0.886343241	-1.161751151	0.077305645	-0.71706605	-1.345774889
HV33D12	0.856264472	-0.496831596	-0.408464849	-0.459431648	-0.274439216	-0.066671014	-0.406909585	0.6400038	0.705552697	0.767476916	-0.348442554	-0.467504919	0.520832181	0.102685571	0.525461435	-1.013296843	-0.697437286	0.069262594
HV33E2	0.454902023	0.711755037	0.649379134	-0.242200911	0.268703163	0.06372565	-0.224431515	0.035623878	-0.091630399	0.367456526	-0.19346787	-1	0.252542078	0.553078413	0.782154322	0.28709811	0.035623878	0.113656819
HV33E3	-1.076621175	0.33324343	-0.091792524	-0.591535151	0.210987687	-0.357261091	-1.049752951	-0.480625868	0.24441871	1.20975101	-0.065712437	0.392317414	-0.578703523	-0.345774889	-0.224215224	-0.153474495	-0.024247661	-0.360881776
HV33E6	-0.143735498	0.210987687	-0.43493706	-1.321928024	-0.512951255	-0.481708497	0.161751196	-0.798366189	-0.579424262	-1.305502534	-0.778430343	-0.415037572	0.283792973	-0.2302977	-1	0.329847693	-0.125530913	-1.258312106
HV33E7	1.40880549	1.135436654	1.090946078	1.526979327	0.77949965	0.92844677	2.215389252	1.704134226	1.660627007	1.846160293	1.017428875	1.762500644	1.743224621	0.93962729	2.527358532	-0.067744702	0.252980649	0.837446928
HV33E8	-0.350186288	0.988595247	0.598078012	0.207324937	0.33324343	0.762794614	-0.253286362	1.180572152	0.577545166	1.367456555	1.776158452	-1.134929657	1.073373318	0.762749553	0.762960792	0.980008543	-0.367731839	0.102685571
HV33E9	0.568283796	0.588744104	-0.123735368	0.229867473	0.412194788	-0.188661516	-0.312787414	0.09310931	0.493332118	1.005496025	-0.275930107	0.967432141	0.10870631	0.124545127	0.447458893	0.026231512	-0.152003095	0.857165217
HV33E10	1.649813652	0.462526441	0.076961875	-0.211504146	-0.069821388	0.316332638	0.117356971	-0.531851292	-1.115477085	-1.102685571	-0.304499239	-1.521952748	-0.938599348	-0.360881776	-1.186413288	-0.24462238	0.51096189	-0.391578555
HV33E11	-0.171480477	-1.011404753	-0.697971523	-0.69389689	0.351165354	-0.468769431	-0.57886219	-0.531851292	-0.393011123	-0.823969543	-0.860892534	0.203872278	-0.13124457	-0.438884318	-1.113656759	-1.24462235	-1	-0.123382434
HV33E12	-0.431716174	0.89395833	-0.259087235	1.661583781	0.550474167	0.853158593	0.01217483	1.463796735	0.804180741	0.843093872	0.170585632	0.618909836	1.304257035	0.994075179	1.259386659	-0.46440357	1.011972666	-0.422942698
HV33F2	0.719447851	0.573557734	1.45042038	0.025995195	1.125057459	0.806024671	0.307181597	1.227535605	0.403897017	0.861394882	0.79983747	0.558967233	0.555389464	0.47865358	1.231730223	0.853867471	1.373880029	1.482890606
HV33F3	-0.15754129	-1.3739748	-0.461904228	-0.338416219	-0.057947308	-0.833180904	-1.182203293	-0.431157231	-0.774440289	-1.126532316	-0.819072485	-0.149143457	-0.245577127	-0.01187408	-0.343954533	-0.375867009	-1.099535704	-0.189270318
HV33F4	-0.482941568	-0.613645315	-0.503324091	-1.321928024	-0.4651227	-0.178092301	-0.456378222	0.252980649	-0.812914371	-0.729642153	0.527377963	-0.207442045	-0.823122263	0.124545127	-0.101879656	-0.578359783	0.126532286	-0.272525907
HV33F5	0.649813771	1.191224456	1.014746547	0.81855315	0.831494331	0.563079357	0.236298069	0.707819223	0.772048116	0.358894438	0.567344427	0.44057256	1.268252134	0.219009727	1	-0.292450964	0.552540958	1.368470669
HV33F6	0.321928173	0.611228228	0.551642418	-0.371968746	0.377637506	0.762794614	0.355761707	0.302562714	-0.045087844	0.021859556	0.270813078	0.269460678	0.294061303	0.069262594	-0.044394225	0.102180302	0.715161204	0.046542555
HV33F7	-0.500428975	-0.143194661	-0.224040329	-0.827163458	0.5659042	-0.81669277	-1.127755404	-0.138706282	-0.308122307	0.136502117	0.469497114	-0.637429893	-0.801095843	-0.301380724	-0.686842203	-0.109972902	-0.248679191	-0.886343241
HV33F8	-0.688055873	-0.901221812	-0.295006782	-0.152003109	-0.83893764	0.009277761	-0.860275269	0.023846716	-0.852442741	0.032666296	0.096038759	-0.698830485	-1.145050406	0.156725496	-0.520832181	0.150678918	-0.012072831	-0.07275641
HV33F9	-0.303392112	-0.130703717	0.167727411	0.32716471	0.611228228	0.141728163	-0.101283252	0.047305673	0.988859534	0.867443919	0.477909356	0.468769431	0.485426903	0.47865358	0.40681693	-0.109972902	0.321928024	-0.663950861
HV33F10	0.593230128	0.445943594	0.964993477	-0.495957553	0.420706272	1.286118031	1.053995013	0.821029782	-0.437405288	0.054039925	1.559439182	-0.22239247	1.283792973	1.177787066	1.053637981	0.498602092	0.115477115	1.193383932
HV33F11	-2.21412468	0.550474167	-0.697971523	-1.321928024	0.130256385	-1.086299777	0.448273897	-0.819427788	-1.022367835	-0.766636431	-0.92598772	-0.617530346	0.120294258	-1.504472613	-2.186413288	-0.702095151	-0.658963144	-1.801454425
HV33F12	-0.350186288	0.462526441	-0.019899547	-0.196397275	-0.233797118	0.654613018	-0.141175926	0.519374132	-0.437405288	-0.033422977	-0.206888378	0.012824029	0.630243421	0.544996023	0.782154322	-0.790904462	0.85466063	-0.407175392
HV33G4	1.06088233	0.412194788	1.665043712	0.540568352	1.437580109	2.485426903	1.246639967	1.326729059	1.841818452	1.20975101	0.833004236	1.123382449	2.311856747	1.762749434	1.810474157	1.281664252	1.837943196	2.008841753
HV33G7	0.534336448	0.150866628	0.333737373	0.149377629	0.033683091	0.072603762	-0.905363083	-0.367731839	0.167456836	-0.102685571	-0.738902032	-0.052467376	-0.541709244	-0.110558406	0.439421564	-0.229025543	-1	0.239187688
HV33G9	-0.143735498	0.23048383	0.854569554	-0.257797748	-0.194268793	0.331205964	0.501061261	-0.234465331	-0.022367805	0.270357877	0.752084255	0.505528033	0.503238142	0.259087235	0.074546874	0.421640217	-0.697437286	-0.110558406
HV33G10	1.477409363	0.676651239	1.534689307	0.35819155	0.201139927	1.689659834	0.56856811	0.932313085	1.272253036	1.482276917	0.251316935	0.558967233	1.563900948	1.254137993	1.835189104	1.168453693	0.821029782	2.326650381
HV33G12	-0.648527563	-1.344828486	-0.886043787	-1.571906328	-1.818759561	0.18330723	-1.525091052	-1	-1.349942446	-0.509860933	-0.948355436	-1.678071976	-1.487938046	-0.608809233	-1.137503505	-0.308752775	-0.819427788	-0.822212934
HV33H1	-0.350186288	1.050234318	-0.145430416	-0.495957553	-0.302184194	-0.481708497	-0.312787414	-0.234465331	0.177304596	-0.319177479	-1.363392949	0.29067713	0.165737197	0.417990774	0.642106295	-0.393144965	-1.777607679	0.259087235
HV33H3	0.863118172	-0.988684714	0.734987974	0.558490276	-0.247217625	-0.287439704	0.024247661	-0.497499675	-0.349942446	-0.573991299	-0.608505428	-0.120854452	-0.290901184	0.198545635	-0.186413229	0	-0.306977779	-0.52134639
HV33H7	0.012383714	-0.069821388	0.00984776	0.32716471	0.191224456	-0.231730193	-0.615856469	-0.757143617	-0.011140555	-0.346922457	-0.994159102	-1	-0.187278539	0.208813936	0.053637892	-0.229025543	-0.929610729	0.298081309
HV33H8	0.835505962	0.786102414	1.095577598	0.184424534	0.676651239	0.569365621	0.987721682	0.350497186	0.606988907	0.653077483	0.191195875	0.050626025	0.546827376	0.444302052	0.613817334	0.460634291	0.468148768	1.612294436
HV33H9	-0.975337982	0.988595247	0.954833627	1.273922801	1.637024164	1.327502012	0.601172745	0.987927198	0.791413426	2.746296406	0.261097938	2.022367954	1.299168229	0.608421445	0.390234083	0.580543756	0.975752354	1.716721058
HV33H10	0.719447851	-0.4651227	0.132103503	-0.067114286	-0.168505713	0.06372565	-0.238786802	-0.138706282	-0.280900717	0.185745567	-0.077990755	-1.134929657	0.073373273	0.409112662	0	0.361098647	1.560714841	-0.023846716
HV33H11	0.229481906	-0.721898198	-0.28293395	-0.211504146	-0.648834705	0.403355718	-0.32805413	-0.819427788	-0.022367805	-0.138605118	-0.53896445	-0.283792943	-0.077305645	-0.608809233	-1.067114234	-0.578359783	-0.125530913	0.023458958
